code,name,date,close,score,grade,active_pool_rank,turnover_n,signal_type,j,rsi,trend_white,yellow,bbi,short_term,long_term,daily_amp,daily_change,doji_up
688195,腾景科技,2026-04-29,323.76,,PASS,152,1082830664.7936,超卖缩量B,-16.104731,17.828834,339.314208,288.551908,339.173021,34.202899,45.101415,5.0713,0.3815,False
603881,数据港,2026-04-29,37.22,,PASS,163,1006405501.2899,超卖缩量B,-2.039603,38.24755,38.850467,37.948509,38.169167,91.919192,25.0,3.4692,1.6662,False
300166,东方国信,2026-04-29,15.46,,PASS,166,992652468.75,超卖缩量B,10.772712,27.338335,16.034657,14.59664,15.922708,46.808511,50.0,6.4581,0.3245,True
300033,同花顺,2026-04-29,233.45,,PASS,167,992541989.5382,超卖缩量拐头B,6.885362,51.246105,232.514138,231.107477,232.358438,100.0,68.251314,3.4498,0.9732,False
000807,云铝股份,2026-04-29,33.12,,PASS,177,951674223.3667,超卖缩量拐头B,-1.87094,41.027192,33.988586,32.598391,33.595521,72.807017,41.993464,3.004,1.9391,False
002025,航天电器,2026-04-29,67.67,,PASS,178,951578138.0417,超卖缩量B,-12.623537,16.974397,73.7972,65.891405,72.693229,3.262411,41.222426,3.277,2.3098,False
002222,福晶科技,2026-04-29,86.99,,PASS,179,950971485.7585,超卖缩量拐头B,-5.8962,37.337669,85.837997,76.657464,87.015417,68.38488,66.948165,4.5752,1.6238,True
000070,特发信息,2026-04-29,19.33,,PASS,182,946939496.8336,原始B1,1.916181,25.972086,19.8294,17.794981,19.815625,35.433071,66.896552,7.4682,0.4156,True
300065,海兰信,2026-04-29,25.23,,PASS,191,920391672.4406,超卖缩量B,3.3187,29.884482,25.735292,24.885287,25.550833,61.0,51.305684,3.4105,0.358,False
300782,卓胜微,2026-04-29,101.98,,PASS,193,914420924.6988,超卖缩量B,-6.948901,29.494449,102.416116,92.640305,103.699792,10.331384,63.857839,4.4375,2.5886,False
600602,云赛智联,2026-04-29,21.85,,PASS,198,897422148.2562,超卖缩量B,6.324238,31.727328,23.2714,22.269369,22.729896,41.732283,14.209115,3.8462,1.2043,False
300102,乾照光电,2026-04-29,32.11,,PASS,211,858285799.7852,超卖缩量B,-6.136639,33.620202,32.975127,32.341383,32.760625,62.857143,37.6,2.6856,1.2,False
002364,中恒电气,2026-04-29,39.75,,PASS,229,796154465.4302,超卖缩量B,-18.560105,13.981825,39.127357,35.156153,40.014063,22.222222,76.328502,3.8119,0.625,False
002471,中超控股,2026-04-29,8.38,,PASS,233,778453895.4191,超卖缩量B,-12.650907,28.261541,8.963532,8.531518,8.753438,69.230769,12.578616,3.0488,1.5758,False
600343,航天动力,2026-04-29,33.26,,PASS,263,727251889.0654,超卖缩量B,-10.717433,27.7352,34.554123,33.806505,34.363958,47.826087,34.438776,4.2579,1.2789,False
300499,高澜股份,2026-04-29,39.0,,PASS,268,721133811.2807,超卖缩量B,-17.174931,18.552512,40.557513,37.471104,40.359687,16.753927,48.222029,3.3868,0.4848,False
002536,飞龙股份,2026-04-29,36.34,,PASS,270,714193500.068,超卖缩量B,4.158975,25.298779,35.93089,33.258203,36.431875,32.075472,67.164179,4.8611,0.4656,False
600667,太极实业,2026-04-29,9.63,,PASS,284,689442339.3052,超卖缩量B,7.341691,39.210986,9.803064,9.722398,9.750208,52.830189,64.534884,3.4225,1.2618,False
301005,超捷股份,2026-04-29,167.28,,PASS,299,664602994.8066,超卖缩量B,7.753804,25.092196,165.780428,156.831463,167.703021,90.132548,68.232386,3.409,0.3989,False
600550,保变电气,2026-04-29,15.15,,PASS,301,662427885.7525,超卖缩量B,13.581556,37.063305,15.548654,15.203344,15.367083,93.220339,38.693467,2.7609,0.7984,True
600986,浙文互联,2026-04-29,10.73,,PASS,323,629652707.912,回踩黄线B,-4.825801,30.600774,10.831885,10.72437,10.95875,22.222222,51.242236,5.0332,0.8459,True
603220,中贝通信,2026-04-29,28.95,,PASS,324,629243913.2679,原始B1,-3.303958,24.970033,29.620007,27.554781,30.030417,19.254658,46.122449,6.8479,0.9579,False
300265,通光线缆,2026-04-29,18.13,,PASS,348,592320174.688,超卖缩量B,0.336155,25.994851,19.276874,17.874585,18.94,52.531646,21.875,6.2428,0.0552,False
603588,高能环境,2026-04-29,14.77,,PASS,367,569576692.7744,超卖缩量B,15.996002,13.521688,15.449804,13.797871,15.180833,71.153846,9.414758,2.3923,0.5387,False
300762,上海瀚讯,2026-04-29,38.15,,PASS,384,552759873.271,超卖缩量B,-5.944647,14.193057,39.103583,38.266494,39.116667,54.83871,45.856354,3.12,0.4956,False
003035,南网能源,2026-04-29,7.77,,PASS,389,549974770.0874,原始B1,-0.85242,30.917376,8.043505,7.660183,8.042187,35.416667,30.19802,3.2552,3.8366,False
301183,东田微,2026-04-29,177.19,,PASS,390,549815733.206,超卖缩量B,-18.537531,18.865972,187.093653,172.460561,185.327396,21.584158,39.081599,3.9655,0.5277,False
301306,西测测试,2026-04-29,149.05,,PASS,433,493383950.6118,超卖缩量B,-13.622197,6.151198,162.050432,141.438065,159.470729,27.942794,25.111111,2.9623,0.6466,False
301232,飞沃科技,2026-04-29,202.0,,PASS,441,487120796.298,超卖缩量B,-14.825095,16.84712,204.978817,187.205663,206.325625,48.543689,60.032325,3.4811,0.2481,True
002263,大东南,2026-04-29,4.19,,PASS,475,464180626.9397,回踩黄线B,-6.209728,23.653991,4.618012,4.197066,4.453646,69.230769,15.517241,5.2369,1.4528,False
002929,润建股份,2026-04-29,54.25,,PASS,502,439162728.0643,超卖缩量B,-12.850274,16.761464,55.921891,52.14864,55.681875,30.379747,42.470036,4.1473,1.3278,False
002409,雅克科技,2026-04-29,83.94,,PASS,507,437855555.6936,超卖缩量B,19.630774,18.322779,86.128817,85.36302,86.182292,41.600902,52.608696,4.9844,0.3827,True
300204,舒泰神,2026-04-29,27.85,,PASS,513,434742872.4049,超卖缩量B,12.3392,31.315792,29.402188,28.517898,28.786458,100.0,20.872274,6.8276,0.8693,False
300373,扬杰科技,2026-04-29,77.89,,PASS,519,429804767.7818,超卖缩量B,27.368139,22.227251,78.574235,76.869851,78.784688,77.576854,69.583333,5.0401,0.1286,True
002957,科瑞技术,2026-04-29,44.03,,PASS,523,426816048.2874,超卖缩量B,9.071351,18.599791,42.246372,35.046953,43.773854,34.317343,74.437367,4.3619,0.5646,False
603698,航天工程,2026-04-29,39.97,,PASS,550,412554694.2927,超卖缩量B,-7.078677,30.521716,39.285361,35.842926,40.058229,83.522727,61.309851,4.6753,1.2155,False
300693,盛弘股份,2026-04-29,47.02,,PASS,557,408494447.0173,超卖缩量拐头B,-7.522271,31.156611,48.70371,46.013614,48.173854,54.70852,42.5,3.2167,1.7309,False
300739,明阳电路,2026-04-29,27.52,,PASS,574,401596721.839,超卖缩量B,-0.518296,19.546896,28.415918,26.202453,28.370104,24.519231,45.48105,4.2207,0.0726,False
300088,长信科技,2026-04-29,6.72,,PASS,593,388134565.0109,超卖缩量拐头B,-2.335535,33.163624,6.840044,6.58179,6.852604,41.37931,45.876289,4.784,2.2831,False
002246,北化股份,2026-04-29,23.95,,PASS,630,366753999.5165,回踩黄线B,2.268045,38.470177,25.22377,23.734668,24.775729,71.052632,38.492063,8.4071,3.9046,False
000420,吉林化纤,2026-04-29,5.15,,PASS,662,352317511.6324,回踩白线B,25.062931,36.121209,5.084728,4.848853,5.125625,94.736842,73.68421,5.0302,0.1938,False
000035,中国天楹,2026-04-29,6.7,,PASS,673,347864170.6588,回踩黄线B,-7.073088,14.103162,6.88094,6.7455,6.820625,33.333333,33.823529,1.7991,0.0,False
002046,国机精工,2026-04-29,50.14,,PASS,682,343670653.6328,超卖缩量B,8.201003,20.838732,49.780072,47.250656,50.435417,36.153846,68.380062,1.9312,0.0798,True
301200,大族数控,2026-04-29,185.11,,PASS,691,339779218.3541,超卖缩量B,-8.112187,21.868285,186.688834,169.624043,187.372917,59.71867,61.702515,4.0789,0.0054,True
600066,宇通客车,2026-04-29,35.92,,PASS,699,336659213.4114,超卖缩量拐头B,31.553714,34.062309,36.232215,34.447934,36.250313,64.556962,30.447761,3.8682,0.8139,True
301312,智立方,2026-04-29,111.84,,PASS,701,335191296.7994,原始B1,1.74636,22.791682,115.196925,98.356499,115.228437,40.433213,66.938071,8.9091,2.4935,False
001287,中电港,2026-04-29,25.62,,PASS,703,334698916.738,超卖缩量B,6.416246,17.294891,26.510419,25.367483,26.530104,20.55336,61.705989,3.0004,0.6977,False
688097,博众精工,2026-04-29,57.41,,PASS,705,334482411.3041,超卖缩量B,-14.184194,5.215676,62.037776,55.394807,60.544479,30.737705,35.663842,3.3886,0.812,False
002328,新朋股份,2026-04-29,10.67,,PASS,741,320225398.679,超卖缩量B,-18.550374,10.330431,10.840485,9.218152,10.910313,36.956522,56.32,4.7619,0.0,False
300249,依米康,2026-04-29,17.56,,PASS,765,312076950.8149,超卖缩量B,13.123051,28.683327,17.546412,17.068242,17.587917,84.444444,72.700297,3.3429,0.3971,False
688180,君实生物-U,2026-04-29,40.3,,PASS,776,306078675.1166,超卖缩量B,4.088221,33.872776,40.742855,38.140685,40.86875,53.303965,56.672761,3.286,2.5629,False
688300,联瑞新材,2026-04-29,85.18,,PASS,813,294186824.1832,超卖缩量B,-2.339838,30.641585,91.089377,83.286712,89.139063,31.748466,15.459298,3.7994,1.3444,False
688375,国博电子,2026-04-29,123.04,,PASS,828,287906290.6068,超卖缩量B,-11.506059,15.959855,123.73801,116.15726,124.808854,41.164659,57.313433,3.2151,0.5416,False
002128,电投能源,2026-04-29,32.79,,PASS,841,282676977.0034,超卖缩量拐头B,31.270053,61.394289,32.371163,31.130836,32.395104,100.0,75.485437,4.0752,1.7691,False
688143,长盈通,2026-04-29,63.93,,PASS,848,280591471.9374,超卖缩量B,-0.998386,21.01669,66.495297,60.781227,67.027813,16.399287,38.895756,3.4756,1.7972,False
601619,嘉泽新能,2026-04-29,5.76,,PASS,858,274257968.8962,原始B1,19.134911,12.036365,5.840019,5.70752,5.878854,50.0,58.646616,6.3177,1.2007,False
603533,掌阅科技,2026-04-29,25.35,,PASS,870,269263068.8268,超卖缩量B,2.130784,27.758054,25.822422,25.486515,25.808021,35.433071,44.868035,4.52,0.8754,True
603950,长源东谷,2026-04-29,56.24,,PASS,883,265546721.5016,超卖缩量B,-19.533318,18.408818,56.306092,48.166187,57.534792,13.75,68.669228,3.9427,1.9526,False
300684,中石科技,2026-04-29,55.68,,PASS,885,264848850.8279,原始B1,6.938902,22.900282,56.798388,54.067625,57.652396,10.338681,54.590881,3.1397,4.0,False
002300,太阳电缆,2026-04-29,9.69,,PASS,900,260051382.0928,超卖缩量B,11.412815,19.749351,9.917293,9.715169,9.953125,32.222222,48.275862,4.7872,0.8188,False
002119,康强电子,2026-04-29,20.8,,PASS,906,258525763.208,超卖缩量B,1.811564,37.594309,21.415717,21.247831,21.116875,71.621622,39.08046,2.7067,0.4346,False
002579,中京电子,2026-04-29,12.36,,PASS,929,250831069.6637,超卖缩量B,13.276516,33.242955,12.780111,12.397451,12.681354,48.214286,53.418803,3.2419,1.3946,False
301196,唯科科技,2026-04-29,112.85,,PASS,930,250816507.6574,原始B1,3.474784,23.523566,114.647056,102.513534,116.023438,44.059406,59.083134,8.052,3.133,False
688523,航天环宇,2026-04-29,62.96,,PASS,959,241138824.9047,超卖缩量拐头B,-5.308761,28.050377,66.359852,62.521913,65.416771,65.428571,31.026393,2.3983,1.976,False
603897,长城科技,2026-04-29,47.6,,PASS,965,238784804.119,超卖缩量B,-0.32523,16.710273,45.429661,38.395042,47.253021,34.426229,79.576108,4.0664,2.459,False
301282,金禄电子,2026-04-29,42.25,,PASS,992,231277169.3266,原始B1,4.474526,28.756371,41.938922,36.959373,43.013333,22.058824,63.642659,6.8892,4.3901,False
002940,昂利康,2026-04-29,34.17,,PASS,994,231033584.5725,回踩黄线B,0.28819,14.19576,35.713918,34.152614,36.004375,0.917431,44.850818,3.5139,3.338,False
688226,威腾电气,2026-04-29,53.65,,PASS,1000,230121793.524,超卖缩量B,2.749547,22.160196,53.981369,48.406203,54.91,35.560345,58.133971,6.0577,1.1789,False
301079,邵阳液压,2026-04-29,42.01,,PASS,1010,227608147.0493,超卖缩量B,-2.381631,20.042403,45.106978,42.430127,44.29625,25.688073,35.456476,3.8283,0.2375,False
600459,贵研铂业,2026-04-29,20.51,,PASS,1019,224794203.5947,超卖缩量B,-5.679442,38.41157,20.857281,20.724853,20.772188,67.032967,43.274854,4.2211,2.3453,False
603175,超颖电子,2026-04-29,90.86,,PASS,1042,220168424.58,原始B1,-1.686724,26.696426,91.728042,84.935578,93.171042,18.777293,58.264772,5.6652,1.2391,False
301095,广立微,2026-04-29,82.13,,PASS,1049,219531598.9047,超卖缩量B,7.16424,32.878865,80.621276,77.708733,82.20875,40.95064,70.497018,4.2559,0.3035,False
002468,申通快递,2026-04-29,16.57,,PASS,1073,215957996.5227,超卖缩量B,-3.513869,22.98574,16.531272,15.354754,16.80625,11.926605,55.076923,2.4894,0.1208,True
300337,银邦股份,2026-04-29,13.7,,PASS,1081,212722947.8798,超卖缩量B,-1.665171,35.041724,13.630925,13.557583,13.749167,38.77551,63.907285,2.1466,0.5874,True
603158,腾龙股份,2026-04-29,12.94,,PASS,1094,210364661.0218,超卖缩量B,11.276083,29.810604,13.022574,12.179875,13.151354,22.580645,68.060836,4.6094,2.4868,False
605366,宏柏新材,2026-04-29,12.94,,PASS,1106,208542171.1312,超卖缩量B,-0.099961,20.048769,12.882024,11.127603,13.066354,52.830189,65.240642,4.6985,0.4615,False
603042,华脉科技,2026-04-29,19.86,,PASS,1111,207605411.6454,超卖缩量B,6.005489,19.655881,21.092817,20.200987,20.564896,82.758621,21.621622,2.8061,0.501,False
300443,金雷股份,2026-04-29,29.76,,PASS,1145,199947143.8243,超卖缩量B,12.493456,27.188661,29.960136,29.412641,30.046667,32.03125,71.153846,2.4532,0.8,False
301316,慧博云通,2026-04-29,47.39,,PASS,1153,198916844.7031,超卖缩量拐头B,35.123881,50.070955,45.77288,45.216809,46.574479,71.980676,84.319834,6.7974,2.2438,False
688380,中微半导,2026-04-29,45.91,,PASS,1197,192794003.2415,超卖缩量B,11.530133,37.971197,45.872728,44.828808,46.139896,32.014388,73.29773,2.5988,0.0435,False
300400,劲拓股份,2026-04-29,25.57,,PASS,1215,190308086.4464,超卖缩量拐头B,-6.010526,38.341797,26.723316,24.684646,26.269375,87.179487,41.263941,5.5002,2.0758,False
300790,宇瞳光学,2026-04-29,28.31,,PASS,1222,189369527.1383,超卖缩量B,-9.705182,11.55499,28.930618,27.983304,28.869375,38.064516,63.089623,3.8961,0.1411,False
301070,开勒股份,2026-04-29,93.0,,PASS,1252,185712730.0259,超卖缩量B,20.895221,19.394477,92.138603,79.950161,93.814479,16.356108,78.802672,3.3727,2.5566,False
002824,和胜股份,2026-04-29,25.75,,PASS,1254,185706557.5071,超卖缩量B,-19.26384,12.519098,26.221111,23.742213,26.518646,3.144654,60.79646,4.8249,2.3882,False
300943,春晖智控,2026-04-29,29.23,,PASS,1269,183033635.9093,超卖缩量拐头B,31.802614,52.62371,29.661097,29.127964,29.363229,100.0,42.151899,6.6595,2.4177,True
002437,誉衡药业,2026-04-29,3.62,,PASS,1273,182426487.5614,超卖缩量B,12.95551,32.988867,3.690463,3.535854,3.686771,37.5,39.583333,3.6827,0.277,True
301517,陕西华达,2026-04-29,63.46,,PASS,1320,174623713.3749,回踩黄线B,-18.785089,6.656024,66.284236,63.478629,66.013854,19.122257,53.773585,2.6571,0.7352,False
000823,超声电子,2026-04-29,15.19,,PASS,1323,174100234.685,超卖缩量B,-11.902047,16.111564,15.279409,14.817558,15.372292,25.714286,66.580311,2.8648,0.589,False
301251,威尔高,2026-04-29,63.56,,PASS,1325,173860093.9626,超卖缩量拐头B,27.1958,35.933986,64.906884,62.636742,64.333125,80.039526,65.39548,4.8618,1.1458,True
300835,龙磁科技,2026-04-29,91.83,,PASS,1328,173397220.3774,超卖缩量拐头B,8.37324,42.856506,91.457802,85.02969,91.954271,83.705357,64.047059,5.1864,2.4774,False
300990,同飞股份,2026-04-29,83.6,,PASS,1338,172182493.9055,超卖缩量B,-4.382579,35.223734,85.901165,84.737552,85.458646,36.641221,47.473561,3.4158,0.4446,True
688662,富信科技,2026-04-29,67.55,,PASS,1354,170102301.5933,超卖缩量B,13.317379,39.577383,66.426351,61.663119,67.817813,20.481928,61.879896,4.1829,2.002,False
000586,汇源通信,2026-04-29,18.01,,PASS,1368,167211841.258,超卖缩量B,-2.470497,22.018601,19.848335,17.83687,19.148021,26.363636,29.183267,3.6117,0.1109,False
603269,海鸥股份,2026-04-29,14.82,,PASS,1430,159010706.4544,超卖缩量B,12.524574,41.781327,14.941749,14.385883,14.870833,100.0,62.928349,4.5455,0.2706,True
600855,航天长峰,2026-04-29,18.36,,PASS,1440,157908949.5587,超卖缩量B,-11.637954,27.985239,18.921409,18.815938,18.809062,51.0,37.8327,4.3137,1.157,False
002039,黔源电力,2026-04-29,20.57,,PASS,1456,154761416.0019,超卖缩量B,-10.375917,31.821967,20.667408,19.763929,20.695625,72.727273,63.333333,2.607,0.4356,False
600562,国睿科技,2026-04-29,27.51,,PASS,1550,144160743.9453,超卖缩量B,-5.168095,24.116562,27.47493,27.423293,27.774583,33.802817,61.936561,3.1817,0.0364,True
688418,震有科技,2026-04-29,42.45,,PASS,1551,143949300.1834,超卖缩量B,-14.009437,22.219781,45.351883,43.3083,44.735417,37.709497,29.802956,5.1095,1.5307,False
688428,诺诚健华-U,2026-04-29,26.8,,PASS,1569,141780212.3643,超卖缩量B,-7.5736,5.713655,28.915697,26.736133,28.326042,29.746835,9.45674,3.5701,1.2164,False
301235,华康洁净,2026-04-29,49.52,,PASS,1570,141762859.4323,超卖缩量B,-15.605912,31.851085,50.938121,48.550271,50.766771,65.882353,43.02397,5.124,0.8554,False
002033,丽江股份,2026-04-29,9.73,,PASS,1578,140967595.7424,回踩黄线B,-4.264071,35.879394,9.994636,9.645135,9.97875,43.421053,42.152466,4.661,3.1813,False
002023,海特高新,2026-04-29,12.21,,PASS,1585,140183779.1063,超卖缩量B,-7.43475,27.981617,12.078512,11.922159,12.320208,6.896552,70.090634,2.3829,1.7699,False
300162,雷曼光电,2026-04-29,8.79,,PASS,1594,139510990.4707,超卖缩量B,0.405857,29.47958,9.256999,8.982683,9.117604,41.666667,35.882353,6.3981,1.6185,False
300868,杰美特,2026-04-29,70.71,,PASS,1597,139055044.0459,超卖缩量拐头B,-4.547911,44.382788,68.433955,55.565692,69.849479,100.0,72.896867,5.1757,2.0641,False
002993,奥海科技,2026-04-29,48.0,,PASS,1598,139033453.0644,回踩黄线B,8.688354,59.780254,49.304419,48.386867,48.104479,100.0,40.179372,7.5027,3.7838,False
688518,联赢激光,2026-04-29,26.83,,PASS,1637,134712348.9287,超卖缩量B,-3.167176,25.637988,27.237894,26.731227,27.390417,35.885167,47.493036,5.7515,0.2602,False
300834,星辉环材,2026-04-29,37.53,,PASS,1646,133679076.1894,超卖缩量拐头B,5.829839,44.93239,38.868067,33.214431,38.199479,100.0,50.881881,4.085,2.513,True
600959,江苏有线,2026-04-29,3.89,,PASS,1693,129112895.2155,超卖缩量B,6.027734,42.934313,3.992459,3.955467,3.95,61.538461,32.558139,2.0942,1.3021,True
600572,康恩贝,2026-04-29,4.47,,PASS,1722,126330497.8681,超卖缩量B,-0.375208,40.337673,4.533586,4.498523,4.506771,99.999998,26.5625,1.5873,0.6757,True
600710,苏美达,2026-04-29,12.53,,PASS,1726,125807630.8359,超卖缩量B,6.000271,37.983314,12.89863,12.586134,12.718438,100.0,27.731092,2.5183,0.967,True
002534,西子洁能,2026-04-29,17.78,,PASS,1742,124859683.2511,超卖缩量B,-3.544663,33.771757,17.990896,17.841003,17.952083,58.208955,69.0,3.0999,1.3683,False
688131,皓元医药,2026-04-29,72.81,,PASS,1767,122983740.6778,超卖缩量B,7.816024,38.144348,73.85715,72.439328,73.506875,91.949153,55.2,3.5532,0.2603,False
301349,信德新材,2026-04-29,59.43,,PASS,1779,122176940.9127,超卖缩量拐头B,1.448707,38.232238,60.285994,56.047204,60.144375,64.236111,65.179969,4.3418,1.7463,False
688090,瑞松科技,2026-04-29,68.93,,PASS,1808,119432914.8949,回踩白线B,14.488742,24.968833,67.817448,59.889173,69.486875,14.691943,78.443114,4.3382,0.2316,False
300050,世纪鼎利,2026-04-29,7.07,,PASS,1813,119228685.3671,超卖缩量拐头B,24.408524,52.602975,7.142408,6.74183,7.089479,100.0,46.258503,3.9706,2.4638,False
600746,江苏索普,2026-04-29,8.56,,PASS,1833,117652250.7934,超卖缩量B,8.552054,23.340933,9.1318,8.668015,8.904583,40.0,8.450704,3.2143,0.117,True
920116,星图测控,2026-04-29,96.43,,PASS,1837,117353279.1566,超卖缩量B,13.22625,40.249158,95.920654,95.324214,96.6125,60.497238,52.081448,3.0435,1.1857,False
002906,华阳集团,2026-04-29,30.98,,PASS,1861,115124545.2762,超卖缩量拐头B,-5.175984,39.457753,30.907321,30.56458,31.011667,58.653846,71.071429,2.0977,1.774,True
605178,时空科技,2026-04-29,68.88,,PASS,1880,113058159.6513,超卖缩量B,9.188721,45.091684,73.138811,70.156067,71.106875,70.172911,22.442814,4.059,0.7754,True
688229,博睿数据,2026-04-29,86.2,,PASS,1915,110568350.2621,超卖缩量B,8.273372,36.607687,89.086236,85.587472,88.669375,51.527224,46.463023,7.6288,2.558,False
300788,中信出版,2026-04-29,35.25,,PASS,1921,109986101.5137,超卖缩量拐头B,18.441375,35.430714,34.879942,33.584062,35.4525,59.15493,58.479021,7.7941,2.4709,False
301628,强达电路,2026-04-29,106.18,,PASS,1925,109732390.4067,超卖缩量B,-6.0766,25.148216,108.107105,105.04377,107.81625,44.827586,53.216053,3.7376,0.97,False
301568,思泰克,2026-04-29,55.89,,PASS,1951,107979770.277,超卖缩量拐头B,27.016109,61.11255,54.537685,52.79545,54.776979,100.0,88.05093,3.55,3.3469,True
002962,五方光电,2026-04-29,16.64,,PASS,1963,107044567.6761,超卖缩量拐头B,-10.266984,42.630834,16.459241,15.762701,16.577708,49.230769,70.204082,3.8603,1.836,False
