code,name,date,close,score,grade,active_pool_rank,turnover_n,signal_type,j,rsi,trend_white,yellow,bbi,short_term,long_term,daily_amp,daily_change,doji_up
300131,英唐智控,2026-05-06,16.38,,PASS,327,624057921.2035,超卖缩量B,8.687974,42.527761,15.815339,14.849038,16.085208,55.102041,76.300578,4.461,0.8,True
000559,万向钱潮,2026-05-06,16.62,,PASS,339,608664818.409,回踩黄线B,8.292583,60.002326,16.516482,16.415232,16.407708,100.0,57.632399,4.3505,3.294,False
301018,申菱环境,2026-05-06,119.55,,PASS,341,605767311.5687,超卖缩量拐头B,18.712059,47.929138,118.012361,103.592502,118.42875,100.0,80.97561,3.7607,2.3457,True
603588,高能环境,2026-05-06,14.79,,PASS,379,557853606.1915,超卖缩量拐头B,17.788088,43.872475,15.321925,13.84007,15.066042,100.0,9.923664,3.3934,1.4403,True
003035,南网能源,2026-05-06,7.62,,PASS,414,519765637.0476,超卖缩量B,-10.662032,38.808911,8.002366,7.650241,7.824583,61.538461,22.772277,2.8188,2.973,True
002263,大东南,2026-05-06,4.22,,PASS,465,475181220.6669,回踩黄线B,1.109611,49.920588,4.537388,4.191222,4.377604,100.0,18.103448,4.6914,4.7146,False
002850,科达利,2026-05-06,192.63,,PASS,507,443325217.4593,超卖缩量拐头B,10.420757,36.497162,194.649463,181.418512,194.784271,100.0,54.240951,3.8725,1.1447,True
002957,科瑞技术,2026-05-06,44.09,,PASS,520,435180861.2144,超卖缩量拐头B,-10.886915,35.097006,42.972252,35.827852,43.664583,100.0,73.092551,3.4894,1.0775,True
300373,扬杰科技,2026-05-06,78.46,,PASS,525,432590771.8413,超卖缩量拐头B,23.017473,53.222656,78.605842,76.953488,78.203854,100.0,63.387097,4.5767,3.4001,True
002796,世嘉科技,2026-05-06,54.08,,PASS,530,428641200.9302,原始B1,1.275194,30.021242,54.273607,49.655851,54.526771,56.768559,54.539801,6.627,1.7977,False
300739,明阳电路,2026-05-06,28.0,,PASS,631,369956635.4193,超卖缩量拐头B,20.243157,53.138209,28.348799,26.348362,28.003542,100.0,52.2694,2.7888,3.2068,True
300277,海联讯,2026-05-06,18.3,,PASS,638,364903019.8198,超卖缩量B,0.5178,49.035286,18.946997,18.673144,18.53875,100.0,32.170543,3.2294,1.8364,True
300199,翰宇药业,2026-05-06,20.91,,PASS,648,359865269.3678,超卖缩量B,0.87684,30.655715,21.26799,20.122951,21.224375,87.931034,53.888889,4.6875,0.8197,True
000035,中国天楹,2026-05-06,6.59,,PASS,695,339897940.1493,超卖缩量B,6.019803,28.434466,6.839665,6.744273,6.735521,60.714285,23.287671,2.3112,0.9188,True
301200,大族数控,2026-05-06,184.74,,PASS,696,339815409.9756,超卖缩量拐头B,-1.067109,40.360226,186.899844,170.740584,186.020104,92.077088,61.028071,3.7642,1.1775,True
688097,博众精工,2026-05-06,58.07,,PASS,714,332228565.787,超卖缩量B,-1.513958,29.199022,61.415268,55.501789,59.697708,100.0,32.507987,3.7357,0.5019,False
002328,新朋股份,2026-05-06,10.61,,PASS,718,330012418.0543,超卖缩量拐头B,-0.595651,38.928786,10.867291,9.334162,10.773125,88.461538,54.634146,2.7911,2.5121,True
688336,三生国健,2026-05-06,73.07,,PASS,798,298182226.4434,超卖缩量B,-0.948916,2.606834,80.073388,74.274469,77.261146,89.915966,5.270936,2.75,0.164,False
688300,联瑞新材,2026-05-06,91.19,,PASS,805,295957677.1086,超卖缩量拐头B,42.361581,71.304525,90.444874,83.626834,89.125521,100.0,60.34354,3.7277,4.3006,True
603052,可川科技,2026-05-06,84.86,,PASS,822,290900579.3444,超卖缩量拐头B,-4.128616,47.315526,81.506223,70.085052,83.460208,72.107438,72.127418,4.7676,4.1994,True
688375,国博电子,2026-05-06,125.6,,PASS,834,285501687.5633,超卖缩量拐头B,31.254322,56.839771,124.298654,117.196372,124.417813,100.0,63.681592,5.1405,2.5222,True
300461,田中精机,2026-05-06,53.3,,PASS,866,273355537.8138,超卖缩量B,2.074671,21.568898,59.676406,53.177309,57.077813,100.0,8.237303,5.8503,0.9852,False
002866,传艺科技,2026-05-06,25.36,,PASS,870,269695784.5918,回踩白线B,15.393465,27.865536,24.976811,22.803332,25.502292,28.346457,74.202128,4.6,1.9335,False
600644,乐山电力,2026-05-06,11.95,,PASS,874,268997579.8862,回踩黄线B,12.968992,58.914694,11.892299,11.807976,11.834375,100.0,64.92891,2.485,3.1952,False
002300,太阳电缆,2026-05-06,9.6,,PASS,905,256367512.7013,超卖缩量B,-6.318402,38.632567,9.89508,9.733634,9.778437,73.529412,43.103448,2.0148,2.4546,True
600867,通化东宝,2026-05-06,9.31,,PASS,915,254104840.5554,超卖缩量B,6.6075,28.617194,9.768545,9.415993,9.636458,39.02439,11.940298,2.5137,0.8667,True
301282,金禄电子,2026-05-06,40.63,,PASS,981,235512754.0385,超卖缩量拐头B,-12.83445,33.487359,42.120413,37.351369,41.913958,40.875912,48.921933,4.4881,2.6788,True
300593,新雷能,2026-05-06,29.28,,PASS,1015,226871698.8266,超卖缩量拐头B,21.51171,56.192414,28.121736,27.719464,28.585833,100.0,84.183673,4.6989,2.4134,True
002468,申通快递,2026-05-06,16.4,,PASS,1100,209821579.1454,超卖缩量B,-5.536369,23.721328,16.602704,15.471971,16.649375,69.642857,49.846154,2.7483,0.3058,True
603890,春秋电子,2026-05-06,18.95,,PASS,1131,203120888.5933,超卖缩量B,8.737315,42.577492,18.216956,16.821922,18.649792,23.943662,82.126348,2.9271,0.424,True
000987,越秀资本,2026-05-06,8.94,,PASS,1175,195764541.7462,超卖缩量B,12.348955,28.925535,8.91933,8.864917,8.993958,14.285714,73.134328,2.027,0.6667,False
300145,南方泵业,2026-05-06,4.95,,PASS,1198,192005603.8546,超卖缩量拐头B,35.470505,56.522323,4.914125,4.805811,4.903125,99.999999,73.148148,2.0367,2.2727,True
002824,和胜股份,2026-05-06,25.21,,PASS,1234,188145242.1446,超卖缩量B,-8.74584,15.965945,26.28212,23.880146,26.005521,47.058823,53.420806,2.5651,0.4783,True
300012,华测检测,2026-05-06,16.3,,PASS,1237,187868530.3124,超卖缩量B,6.069165,18.876944,16.104534,15.488686,16.299792,61.538461,72.025723,5.0943,1.451,False
000682,东方电子,2026-05-06,13.17,,PASS,1395,164328959.9038,超卖缩量拐头B,6.013682,40.28018,13.096452,13.038293,13.156875,44.117647,76.811594,1.4504,0.9195,True
002452,长高电新,2026-05-06,11.21,,PASS,1419,160967653.354,超卖缩量拐头B,33.568626,78.729547,10.902225,10.607047,10.9475,100.0,93.793103,3.0853,2.281,True
601311,骆驼股份,2026-05-06,9.95,,PASS,1455,155591830.5622,超卖缩量B,1.645358,35.92244,10.125827,9.850659,10.084792,48.076923,48.888889,1.6178,0.0,False
002039,黔源电力,2026-05-06,20.55,,PASS,1465,154459267.7536,超卖缩量拐头B,-6.506711,47.09269,20.674048,19.812575,20.555625,94.444444,62.820513,2.0782,1.3314,True
300927,江天化学,2026-05-06,30.45,,PASS,1562,143372408.1138,超卖缩量B,11.228196,35.565724,30.541483,30.287188,30.517396,65.217391,79.342723,3.0303,0.3956,True
300292,吴通控股,2026-05-06,5.26,,PASS,1590,139763483.2532,超卖缩量拐头B,21.870298,58.133994,5.086583,4.937434,5.145833,99.999999,82.568807,2.5145,2.9354,True
600361,创新新材,2026-05-06,4.48,,PASS,1611,137690197.89,超卖缩量B,7.487466,41.847063,4.439483,4.436026,4.464479,71.42857,75.362319,1.566,0.2237,True
600562,国睿科技,2026-05-06,27.71,,PASS,1627,136037032.2043,超卖缩量拐头B,-4.565959,43.68054,27.594268,27.512003,27.635104,100.0,65.275459,3.1775,0.9104,True
603315,福鞍股份,2026-05-06,17.18,,PASS,1675,131242381.8631,超卖缩量B,-6.461414,41.500816,16.96167,16.156986,17.174687,49.425287,63.10832,3.4606,2.2011,True
300970,华绿生物,2026-05-06,36.32,,PASS,1752,124303478.6499,超卖缩量拐头B,2.733807,48.86433,34.016193,29.178748,35.336771,100.0,60.329531,3.0566,2.8895,True
301349,信德新材,2026-05-06,59.9,,PASS,1754,124148755.4689,超卖缩量拐头B,12.505249,54.463423,60.233148,56.240442,59.809687,100.0,68.85759,2.6074,1.9922,False
300580,贝斯特,2026-05-06,28.63,,PASS,1798,120868017.0706,超卖缩量B,9.994067,46.744689,27.551288,25.765988,28.126979,70.093458,76.692564,2.9671,1.1054,False
002534,西子洁能,2026-05-06,17.93,,PASS,1835,118004089.9391,超卖缩量拐头B,13.45963,54.103044,17.984349,17.855003,17.878021,100.0,74.0,3.7249,1.875,True
600973,宝胜股份,2026-05-06,7.42,,PASS,1845,117049832.3755,超卖缩量拐头B,21.470785,57.732033,7.268035,7.107942,7.316771,92.0,85.185185,2.3288,1.9231,True
002906,华阳集团,2026-05-06,30.48,,PASS,1879,113706300.1926,超卖缩量B,-4.933165,39.372723,30.928139,30.598719,30.776042,48.979592,62.142857,2.0557,1.2625,True
600292,电投水电,2026-05-06,15.11,,PASS,1887,113059275.0928,超卖缩量B,-3.510626,10.380042,15.335592,14.797583,15.37875,17.647059,64.919355,3.4621,1.3708,False
300871,回盛生物,2026-05-06,26.16,,PASS,1889,112937843.9179,超卖缩量B,-9.436181,24.972221,26.662902,25.821039,26.664896,24.615385,48.395062,2.8055,0.4566,False
002962,五方光电,2026-05-06,17.03,,PASS,1905,111434875.078,超卖缩量拐头B,3.741649,64.25337,16.552778,15.8299,16.603854,100.0,78.163265,3.0576,3.4001,True
